text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level,
1. Precipitation,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,526.0897827,9,16,1,H3,
"In all of the following processes, a white material is generated that is insoluble in water. A",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,555.0131836,9,94,0,,
precipitate is the insoluble substance that forms. A precipitation reaction is a reaction that,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,569.8931274,9,94,0,,
results in the formation of a precipitate.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,584.7731323,9,42,0,,
2. Neutralization,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,613.8097534,9,17,1,H3,
"The reactants are a base and an acid, and the products are salt and water. Neutralization is a",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,642.7331543,9,94,0,,
"form of double displacement reaction in which the reactants are a base and an acid, and the",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,657.7331543,9,91,0,,
products are salt and water. The positive charge of the acid's hydrogen ion and the negative,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,672.6131592,9,92,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,10,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,10,15,0,,
10,12,TimesNewRomanPSMT,0,0,0,531.2399902,751.8840332,10,2,0,,
charge of the base's hydroxyl ions or oxide ions lose their electrical charge and form covalent,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,129.1731262,10,95,0,,
water molecules.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,144.0531311,10,16,0,,
+,7.013080597,TimesNewRomanPSMT,0,0,0,74.48716736,174.4905701,10,1,0,,
0,7.013080597,TimesNewRomanPSMT,0,0,0,96.7146759,174.4905701,10,1,0,,
+,7.013080597,TimesNewRomanPSMT,0,0,0,123.9526978,174.4905853,10,1,0,,
0,7.013080597,TimesNewRomanPSMT,0,0,0,139.9891052,174.4905853,10,1,0,,
+,7.013080597,TimesNewRomanPSMT,0,0,0,183.7062683,174.4906006,10,1,0,,
0,7.013080597,TimesNewRomanPSMT,0,0,0,199.7427063,174.4906006,10,1,0,,
2,7.013080597,TimesNewRomanPSMT,0,0,0,227.0229797,182.9308777,10,1,0,,
N,12.015275,TimesNewRomanPSMT,0,1,1,59.59258652,174.5832367,10,1,0,,
a OH  + H Cl,12.015275,TimesNewRomanPSMT,0,0,0,68.22706604,174.5832367,10,12,0,,
Na Cl  + H O,12.015275,TimesNewRomanPSMT,0,1,0,165.7608643,174.5832672,10,12,0,,
Base         Acid              Salt,12.015275,TimesNewRomanPSMT,0,1,0,62.3986969,192.7710114,10,35,0,,
Water,12.015275,TimesNewRomanPSMT,0,1,0,211.0006409,192.7710419,10,5,0,,
â†’,12.015275,SymbolMT,0,0,0,151.2355347,175.1543732,10,1,0,,
2+,7.135574341,TimesNewRomanPSMT,0,0,0,73.38907623,240.7810211,10,2,0,,
2-,7.135574341,TimesNewRomanPSMT,0,0,0,90.43458557,240.7810211,10,2,0,,
+,7.135574341,TimesNewRomanPSMT,0,0,0,125.9725952,240.7810211,10,1,0,,
0,7.135574341,TimesNewRomanPSMT,0,0,0,152.1485901,240.7810364,10,1,0,,
2+,7.135574341,TimesNewRomanPSMT,0,0,0,200.9410248,240.7810516,10,2,0,,
0,7.135574341,TimesNewRomanPSMT,0,0,0,244.1697693,240.7810516,10,1,0,,
3,7.135574341,TimesNewRomanPSMT,0,0,0,148.541153,249.2697601,10,1,0,,
3 2,7.135574341,TimesNewRomanPSMT,0,0,0,231.3522644,249.2697906,10,3,0,,
2,7.135574341,TimesNewRomanPSMT,0,0,0,271.484436,249.2697906,10,1,0,,
Zn O  + 2H NO,12.23868275,TimesNewRomanPSMT,0,0,0,59.42237091,240.861908,10,13,0,,
â†’,12.23868275,SymbolMT,0,0,0,166.414978,241.4368439,10,1,0,,
Zn (NO )  + H O,12.23868275,TimesNewRomanPSMT,0,0,0,180.9323578,240.8619385,10,15,0,,
"A neutralization reaction is basically a reaction between H+ and OHions i.e.,",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,272.0031128,10,77,0,,
+,7.088579178,TimesNewRomanPSMT,0,0,0,68.50660706,302.5863037,10,1,0,,
0,7.088579178,TimesNewRomanPSMT,0,0,0,116.4339752,302.5863037,10,1,0,,
(aq),7.088579178,TimesNewRomanPSMT,0,0,0,72.93091583,311.0540161,10,4,0,,
(aq),7.088579178,TimesNewRomanPSMT,0,0,0,120.275032,311.0540161,10,4,0,,
2,7.088579178,TimesNewRomanPSMT,0,0,0,166.1103668,311.0540466,10,1,0,,
(l),7.088579178,TimesNewRomanPSMT,0,0,0,178.9671478,311.0540466,10,3,0,,
H,12.16152668,TimesNewRomanPSMT,0,1,1,59.2275238,302.6707764,10,1,0,,
#NAME?,12.16152668,TimesNewRomanPSMT,0,0,1,85.89800262,302.6707764,10,4,0,,
â†’,12.16152668,SymbolMT,0,0,0,139.2705688,303.2450256,10,1,0,,
H O,12.16152668,TimesNewRomanPSMT,0,1,1,153.8500824,302.6708069,10,3,0,,
E. Oxidation - Reduction Reactions/Redox Reactions,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,364.0397644,10,50,1,H3,
Classical Concept of Oxidation and Reduction,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,392.8631287,10,44,0,,
"""Oxidation is a reaction in which oxygen is added or hydrogen is removed from a",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,421.9031067,10,79,0,,
"substance.""",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,436.7831116,10,11,0,,
I. Addition of Oxygen -,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,465.8197632,10,23,1,H3,
Magnesium oxide is formed when oxygen reacts with magnesium.,12.96000004,TimesNewRomanPSMT,0,0,0,185.5700073,465.703125,10,60,0,,
(s),7.009327412,TimesNewRomanPSMT,0,0,0,94.61706543,503.0086975,10,3,0,,
2,7.009327412,TimesNewRomanPSMT,0,0,0,140.540802,503.0086975,10,1,0,,
(s),7.009327412,TimesNewRomanPSMT,0,0,0,221.9919281,503.0086975,10,3,0,,
2Mg,12.00884533,TimesNewRomanPSMT,0,1,0,62.41730499,494.6620789,10,3,0,,
#NAME?,12.00884533,TimesNewRomanPSMT,0,1,1,103.705452,494.6620789,10,6,0,,
2MgO,12.00884533,TimesNewRomanPSMT,0,0,0,172.3185883,494.6621094,10,4,0,,
Magnesium   Oxygen      Magnes,12.00884533,TimesNewRomanPSMT,0,1,0,62.41730499,514.3709717,10,30,0,,
ium oxide,12.00884533,TimesNewRomanPSMT,0,0,0,221.1638336,514.3709717,10,9,0,,
â†’,12.00884533,SymbolMT,0,0,0,157.771698,495.2332153,10,1,0,,
II. Removal of Hydrogen -,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,560.8897705,10,25,1,H3,
"To liberate free iodine, hydrogen is removed from hydro iodic",12.96000004,TimesNewRomanPSMT,0,0,0,206.8099976,560.7731323,10,61,0,,
acid.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,575.6531372,10,5,0,,
(g),7.029577255,TimesNewRomanPSMT,0,0,0,90.32780457,613.4335938,10,3,0,,
2(g),7.029577255,TimesNewRomanPSMT,0,0,0,143.2559357,613.4335938,10,4,0,,
2(g),7.029577255,TimesNewRomanPSMT,0,0,0,205.6858215,613.4335938,10,4,0,,
2HI,12.05039024,TimesNewRomanPSMT,0,0,1,62.41342163,605.0630493,10,3,0,,
+    2H,12.05039024,TimesNewRomanPSMT,0,1,1,100.202179,605.0630493,10,7,0,,
I,12.05039024,TimesNewRomanPSMT,0,1,1,183.1999054,605.0630493,10,1,0,,
Hydroiodic    Hydrogen            Iodine,12.05039024,TimesNewRomanPSMT,0,1,0,62.41342163,624.8621826,10,40,0,,
d,12.05039024,TimesNewRomanPSMT,0,0,0,91.28497314,642.8551636,10,1,0,,
aci,12.05039024,TimesNewRomanPSMT,0,0,0,71.41464233,642.8551636,10,3,0,,
â†’,12.05039024,SymbolMT,0,0,0,168.661499,605.6362305,10,1,0,,
III. Removal of Oxygen -,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,688.7097778,10,24,1,H3,
Copper metal is formed by removing oxygen from copper oxide.,12.96000004,TimesNewRomanPSMT,0,0,0,198.8899994,688.5931396,10,60,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,11,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,11,15,0,,
11,12,TimesNewRomanPSMT,0,0,0,531.2399902,751.8840332,11,2,0,,
(s),7.055874348,TimesNewRomanPSMT,0,0,0,94.39867401,137.4933624,11,3,0,,
(g),7.055874348,TimesNewRomanPSMT,0,0,0,148.242569,137.4933777,11,3,0,,
(s),7.055874348,TimesNewRomanPSMT,0,0,0,217.4845886,137.4933929,11,3,0,,
2( ),7.055874348,TimesNewRomanPSMT,0,0,0,288.120636,137.4934082,11,4,0,,
CuO    +    CO,12.10230255,TimesNewRomanPSMT,0,0,0,59.40099335,129.109726,11,14,0,,
Cu,12.10230255,TimesNewRomanPSMT,0,1,0,184.7318878,129.1097565,11,2,0,,
CO,12.10230255,TimesNewRomanPSMT,0,0,1,246.9967804,129.1097565,11,2,0,,
Copper oxide    Carbon            Copper      Carbondidoxide,12.10230255,TimesNewRomanPSMT,0,0,0,62.39942932,148.9305267,11,60,0,,
Black          monoxide         Reddish,12.10230255,TimesNewRomanPSMT,0,0,0,62.39943314,166.9237061,11,39,0,,
g,7.055874348,TimesNewRomanPS-ItalicMT,0,0,0,295.2428894,138.2110138,11,1,0,,
â†’,12.10230255,SymbolMT,0,0,0,170.1523285,129.6845093,11,1,0,,
+,12.10230255,SymbolMT,0,0,0,238.058548,129.6845093,11,1,0,,
Brown,12.10230255,TimesNewRomanPSMT,0,1,0,170.3221741,184.9407501,11,5,0,,
IV. Addition of Hydrogen -,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,231.3197327,11,26,1,H3,
"When hydrogen reacts with chlorine, hydrogen chloride gas is",12.96000004,TimesNewRomanPSMT,0,0,0,211.1300049,231.2030945,11,60,0,,
formed.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,246.0830994,11,7,0,,
2(g),7.010826588,TimesNewRomanPSMT,0,0,0,80.68334961,283.4087219,11,4,0,,
2(g),7.010826588,TimesNewRomanPSMT,0,0,0,133.9234619,283.4087219,11,4,0,,
(g),7.010826588,TimesNewRomanPSMT,0,0,0,218.1694183,283.4087524,11,3,0,,
H,12.01141357,TimesNewRomanPSMT,0,1,1,62.41944504,275.0621033,11,1,0,,
#NAME?,12.01141357,TimesNewRomanPSMT,0,1,0,94.44860077,275.0621033,11,7,0,,
2HCl,12.01141357,TimesNewRomanPSMT,0,0,0,173.8837738,275.0621338,11,4,0,,
Hydrogen    Chlorine          Hydrogen c,12.01141357,TimesNewRomanPSMT,0,0,0,62.41944885,294.7709961,11,40,0,,
hloride,12.01141357,TimesNewRomanPSMT,0,0,0,249.3248444,294.7710266,11,7,0,,
â†’,12.01141357,SymbolMT,0,0,0,159.3519745,275.6332703,11,1,0,,
â€¢,9.960000038,SymbolMT,0,0,0,75.38400269,344.7565002,11,1,0,,
A reduction reaction is one in which oxygen is removed from a material and hydrogen,12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,341.1231079,11,83,0,,
is added.,12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,356.0031128,11,9,0,,
â€¢,9.960000038,SymbolMT,0,0,0,75.38400269,388.5765076,11,1,0,,
Redox reactions occur when oxidation and reduction reactions occur at the same time.,12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,384.9431152,11,84,0,,
Example of Redox Reaction:,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,413.8631287,11,26,0,,
(s),7.033070087,TimesNewRomanPSMT,0,0,0,88.63310242,451.6780396,11,3,0,,
2,7.033070087,TimesNewRomanPSMT,0,0,0,140.7561035,451.6780396,11,1,0,,
4(aq),7.033070087,TimesNewRomanPSMT,0,0,0,160.1233215,451.6780396,11,5,0,,
4(aq),7.033070087,TimesNewRomanPSMT,0,0,0,253.7374268,451.6780701,11,5,0,,
2( ),7.033070087,TimesNewRomanPSMT,0,0,0,302.3564148,451.6780701,11,4,0,,
Mg      +    H SO,12.05637741,TimesNewRomanPSMT,0,0,0,62.39797974,443.3134766,11,17,0,,
MgSO,12.05637741,TimesNewRomanPSMT,0,0,0,203.1509399,443.3134766,11,4,0,,
H,12.05637741,TimesNewRomanPSMT,0,1,1,280.9723511,443.3134766,11,1,0,,
Magnesium    Sulphuric acid            Magnesium     Hydrogen,12.05637741,TimesNewRomanPSMT,0,0,0,62.39798355,463.0985413,11,61,0,,
Sulphate,12.05637741,TimesNewRomanPSMT,0,1,0,233.3608246,481.0787354,11,8,0,,
g,7.033070087,TimesNewRomanPS-ItalicMT,0,0,0,309.4460449,452.3936768,11,1,0,,
â†’,12.05637741,SymbolMT,0,0,0,188.5865936,443.8862915,11,1,0,,
+,12.05637741,SymbolMT,0,0,0,272.0662842,443.8862915,11,1,0,,
Example of Non-redox Reaction,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,526.8131714,11,29,0,,
(aq),7.071288586,TimesNewRomanPSMT,0,0,0,87.84510803,566.2376709,11,4,0,,
3(aq),7.071288586,TimesNewRomanPSMT,0,0,0,148.4438324,566.2376709,11,5,0,,
(s),7.071288586,TimesNewRomanPSMT,0,0,0,210.576004,566.2376709,11,3,0,,
3(aq),7.071288586,TimesNewRomanPSMT,0,0,0,296.7460632,566.2376709,11,5,0,,
NaCl,12.11166286,TimesNewRomanPSMT,0,0,0,59.40067673,557.8480835,11,4,0,,
#NAME?,12.11166286,TimesNewRomanPSMT,0,0,0,100.7914886,557.8480835,11,7,0,,
AgCl,12.11166286,TimesNewRomanPSMT,0,0,0,181.566803,557.8480835,11,4,0,,
#NAME?,12.11166286,TimesNewRomanPSMT,0,0,0,231.6881256,557.8480835,11,9,0,,
Sodium        Silver                  Silver                Sodium,12.11166286,TimesNewRomanPSMT,0,1,0,62.39864349,577.6720581,11,66,0,,
Chloride      Nitrate               chloride              Nitrate,12.11166286,TimesNewRomanPSMT,0,0,0,62.39864349,595.6959839,11,65,0,,
â†’,12.11166286,SymbolMT,0,0,0,166.9680023,558.4226685,11,1,0,,
ï‚¯,12.11166286,SymbolMT,0,0,0,221.581955,558.4226685,11,1,0,,
Redox reactions are those in which oxidation and reduction occur at the same time.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,610.9331665,11,82,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,12,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,12,15,0,,
12,12,TimesNewRomanPSMT,0,0,0,531.2399902,751.8840332,12,2,0,,
Oxidizing and Reducing Agents,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,129.1697693,12,29,1,H2,
A.,12.96000004,TimesNewRomanPSMT,0,1,1,57.38399887,157.973114,12,2,0,,
Oxidizing Agent: A substance that brings about oxidation.,12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,157.973114,12,57,0,,
B.,12.96000004,TimesNewRomanPSMT,0,1,1,57.38399887,187.013092,12,2,0,,
Reducing Agents: A substance that brings about reduction.,12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,187.013092,12,57,0,,
Another Definition of Oxidation and Reduction,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,244.9997864,12,45,1,H2,
1,12.96000004,TimesNewRomanPSMT,0,0,0,75.38400269,273.9231262,12,2,0,,
"The addition of an electronegative element or radical, or the removal of an",12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,273.9231262,12,75,0,,
"electropositive element or radical, is referred to as oxidation.",12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,288.8031311,12,64,0,,
2,12.96000004,TimesNewRomanPSMT,0,0,0,75.38400269,317.8431091,12,2,0,,
"Addition of an electropositive element or radical, or removal of an electronegative",12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,317.8431091,12,83,0,,
"element or radical, is known as reduction.",12.96000004,TimesNewRomanPSMT,0,0,0,93.38400269,332.723114,12,42,0,,
Electronic Concept of Oxidation and Reduction,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,390.6997681,12,45,1,H2,
1,12.96000004,TimesNewRomanPSMT,0,0,0,75.38400269,419.6231079,12,2,0,,
Oxidation:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,93.38400269,419.7397461,12,10,1,H3,
The process in which there is a loss of electrons.,12.96000004,TimesNewRomanPSMT,0,0,0,156.5,419.6231079,12,50,0,,
2,12.96000004,TimesNewRomanPSMT,0,0,0,75.38400269,448.5431213,12,2,0,,
Reduction:,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,93.38400269,448.6597595,12,10,1,H3,
The process in which there is a gain of electrons.,12.96000004,TimesNewRomanPSMT,0,0,0,157.9400024,448.5431213,12,50,0,,
The Effects of Oxidation Reactions on Everyday Life,12.96000004,TimesNewRomanPS-BoldMT,1,0,0,57.38399887,506.4997864,12,51,1,H2,
Corrosion,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,535.5697632,12,9,1,H3,
"Many metals are chemically active elements that are easily affected by moisture, oxygen,",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,564.3731689,12,88,0,,
"acids, and other things. When iron products are new, they are shiny, but after some time,",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,579.3731689,12,89,0,,
they become coated with a reddish-brown powder. The rusting of iron is the common name,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,594.2531738,12,86,0,,
for this phenomenon.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,609.1331787,12,20,0,,
"The difficulty with iron (and many other metals) is that it oxidises, and the resulting oxide",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,638.1731567,12,93,0,,
"does not attach firmly to the metal's surface, leading it to flake off readily. This eventually",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,653.1731567,12,95,0,,
leads to structural weakening and metal breakdown.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,668.0531616,12,50,0,,
Class X Science,12,TimesNewRomanPSMT,0,1,0,57.38399887,751.8840332,13,15,0,,
www.vedantu.com,12,TimesNewRomanPSMT,0,0,0,260.9299927,751.8840332,13,15,0,,
13,12,TimesNewRomanPSMT,0,0,0,531.2399902,751.8840332,13,2,0,,
"As a result, when metal is attacked by substances in its environment, it is said to corrode, and",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,129.1731262,13,96,0,,
the process is known as corrosion.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,144.0531311,13,34,0,,
"When copper vessels or artefacts are exposed to air and water, what happens? They",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,173.0931091,13,81,0,,
"gradually tarnish as a thin layer of green oxide forms on them. Silver, too, quickly develops a",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,187.973114,13,95,0,,
"thin black oxide covering when exposed to damp air. In wet weather, even the heaviest metal",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,202.973114,13,91,0,,
lead tarnishes. The black coating on silver and the green coating on copper are instances of,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,217.8831482,13,92,0,,
"corrosion in which the oxides generated create a strong connection to the metal's surface,",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,232.8831482,13,90,0,,
blocking further oxygen exposure and thereby reducing corrosion.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,247.763092,13,64,0,,
Rancidity,12.96000004,TimesNewRomanPS-BoldMT,1,1,0,57.38399887,305.7197571,13,9,1,H3,
Have you ever tasted or smelled fat/oil-containing food materials that have been left out for,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,334.6431274,13,93,0,,
an extended period of time? Rancidity refers to an undesirable change in a food's flavour and,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,349.6431274,13,93,0,,
"odour. The oxidation process causes fats and fatty foods to deteriorate, which is the most",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,364.5231323,13,90,0,,
common cause of rancidity. When an oxygen atom replaces a hydrogen atom in a fatty acid,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,379.5431213,13,87,0,,
"molecule, the molecule becomes destabilised. Factors that accelerate fat oxidation include",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,394.5431213,13,90,0,,
"salt, light, water, bacteria, moulds trace metals (iron, zinc, etc.).",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,409.4231262,13,69,0,,
Antioxidants are chemicals that prevent fat from oxidising or becoming rancid (such as,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,438.3431091,13,86,0,,
"BHT, BHA, vitamin E, and vitamin C, and spices such as sage and rosemary). To avoid",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,453.3431091,13,83,0,,
"spoilage, they are added to foods containing fats and oils. Keeping food in airtight containers",12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,468.223114,13,95,0,,
or airtight wrapping also helps to slow down oxidation.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,483.1031189,13,55,0,,
Some high-fat meals such as potato chips are wrapped in materials that shield them from,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,512.1431885,13,87,0,,
light and oxygen and the containers are flooded with nitrogen to further exclude oxygen.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,527.1731567,13,88,0,,
Vacuum packaging is sometimes employed in processed goods to completely eliminate the,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,542.0531616,13,85,0,,
presence of oxygen.,12.96000004,TimesNewRomanPSMT,0,0,0,57.38399887,556.9331665,13,19,0,,
