text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level
"Mumbai,",14.12249947,TimesNRMTPro-Cond,0,1,0,454.2772217,329.8642273,8,7,0,
"Lucknow,",14.12249947,TimesNRMTPro-Cond,0,1,0,514.3000488,329.8642273,8,8,0,
"Kolkata, Jaipur, Chandigarh,",14.12249947,TimesNRMTPro-Cond,0,1,0,410.4372253,343.3642273,8,28,0,
"Ahmedabad, Delhi",14.12249947,TimesNRMTPro-Cond,0,1,0,410.4372253,356.8642273,8,16,0,
Click,14.12249947,TimesNRMTPro-Cond,0,1,0,410.4372253,383.8642273,8,5,0,
here,14.12249947,TimesNRMTPro-Cond,0,0,0,451.0798645,383.8642273,8,4,0,
to,14.12249947,TimesNRMTPro-Cond,0,0,0,486.7236633,383.8642273,8,2,0,
join,14.12249947,TimesNRMTPro-Cond,0,0,0,512.059021,383.8642273,8,4,0,
our,14.12249947,TimesNRMTPro-Cond,0,0,0,546.5166016,383.8642273,8,3,0,
Telegram,14.12249947,TimesNRMTPro-Cond,0,1,0,410.4372253,397.3642273,8,8,0,
channel,14.12249947,TimesNRMTPro-Cond,0,0,0,489.65979,397.3642273,8,7,0,
-,14.12249947,TimesNRMTPro-Cond,0,0,0,559.9013672,397.3642273,8,1,0,
https://t.me/+tCO9wU79mq4,14.12249947,TimesNRMTPro-BoldCond,1,0,0,410.4372253,410.8642273,8,25,0,
4OTc1,14.12249947,TimesNRMTPro-BoldCond,1,0,0,410.4372253,424.3642273,8,5,0,
Others English Newspapers you will get on,20.12249947,TimesNRMTPro-BoldCond,1,0,0,21.86980629,595.9405518,8,41,0,
Telegram Channel,20.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,615.4405518,8,16,0,
Business Line,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,634.7425537,8,13,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,93.62371063,634.7425537,8,17,0,
The Times of India,14.12249947,TimesNRMTPro-BoldCond,1,0,0,190.1744995,634.7425537,8,18,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,291.5182495,634.7425537,8,17,0,
The Economic Times,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,648.2425537,8,18,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,131.8619995,648.2425537,8,17,0,
The Economic Times Wealth,14.12249947,TimesNRMTPro-BoldCond,1,1,0,228.2252808,648.2425537,8,25,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,379.8893433,648.2425537,8,1,0,
Mirror,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,661.7425537,8,6,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,56.75652313,661.7425537,8,1,0,
Maharashtra Times,14.12249947,TimesNRMTPro-BoldCond,1,1,0,64.19792938,661.7425537,8,17,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,165.9752808,661.7425537,8,1,0,
Hindustan Times,14.12249947,TimesNRMTPro-BoldCond,1,1,0,173.416687,661.7425537,8,15,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,261.354187,661.7425537,8,1,0,
Mint,14.12249947,TimesNRMTPro-BoldCond,1,1,0,268.7955933,661.7425537,8,4,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,293.229187,661.7425537,8,1,0,
The New Indian,14.12249947,TimesNRMTPro-BoldCond,1,1,0,300.6705933,661.7425537,8,14,0,
Express,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,675.2425537,8,7,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,65.93230438,675.2425537,8,17,0,
Financial Express,14.12249947,TimesNRMTPro-BoldCond,1,1,0,154.6549683,675.2425537,8,17,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,250.7018433,675.2425537,8,17,0,
Business,14.12249947,TimesNRMTPro-BoldCond,1,1,0,339.4244995,675.2425537,8,8,0,
Standard,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,688.7425537,8,8,0,
"(Hindi+ English) All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,68.81511688,688.7425537,8,34,0,
Mid-Day (English,14.12249947,TimesNRMTPro-BoldCond,1,1,0,286.7487183,688.7425537,8,16,0,
#NAME?,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,702.2425537,8,9,0,
"),",14.12249947,TimesNRMTPro-Cond,0,0,0,74.69792938,702.2425537,8,2,0,
Deccan Chronicle,14.12249947,TimesNRMTPro-BoldCond,1,1,0,86.67449188,702.2425537,8,16,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,182.8619995,702.2425537,8,17,0,
The Tribune,14.12249947,TimesNRMTPro-BoldCond,1,1,0,273.7994995,702.2425537,8,11,0,
All City,14.12249947,TimesNRMTPro-Cond,0,1,0,338.3112183,702.2425537,8,8,0,
"Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,21.86980629,715.7425537,8,8,0,
The Asian Age,14.12249947,TimesNRMTPro-BoldCond,1,1,0,66.22527313,715.7425537,8,13,0,
"All City Edition,",14.12249947,TimesNRMTPro-Cond,0,1,0,139.7955933,715.7425537,8,17,0,
The Telegraph,14.12249947,TimesNRMTPro-BoldCond,1,1,0,229.2213745,715.7425537,8,13,0,
",",14.12249947,TimesNRMTPro-Cond,0,0,0,304.1862183,715.7425537,8,1,0,
The New York,14.12249947,TimesNRMTPro-BoldCond,1,1,0,310.5846558,715.7425537,8,12,0,
"Times, Financial Times, The Washington Post, New York Post, Los",14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,729.2425537,8,63,0,
"Angeles Times, USA Today, The Wall Street Journal, The Guardian,",14.12249947,TimesNRMTPro-BoldCond,1,0,0,21.86980629,742.7425537,8,64,0,
"The Times, The New Yorker, Youth Ink, Frontline, The Economist,",14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,756.2425537,8,63,0,
"India Today, National Geographic, Forbes, Employment News, English",14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,769.7425537,8,66,0,
Editorial,14.12249947,TimesNRMTPro-BoldCond,1,1,0,21.86980629,783.2425537,8,9,0,
Hindi,19.99499893,TimesNRMTPro-BoldCond,1,1,0,401.4372253,468.2617798,8,5,0,
&,19.99499893,TimesNRMTPro-BoldCond,1,0,0,477.0147095,468.2617798,8,1,0,
Others,19.99499893,TimesNRMTPro-BoldCond,1,1,0,523.6435547,468.2617798,8,6,0,
Language Newspapers,19.99499893,TimesNRMTPro-BoldCond,1,1,0,401.4372253,496.0117798,8,19,0,
दै�नक,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,528.3239746,8,5,0,
जागरण,13.99499989,NotoSansDevanagari-Regul,0,0,0,434.3164368,528.3239746,8,5,0,
सभी,13.99499989,NotoSansDevanagari-Regul,0,0,0,475.5909424,528.3239746,8,3,0,
शहर,13.99499989,NotoSansDevanagari-Regul,0,0,0,502.0617371,528.3239746,8,3,0,
सं�करण,13.99499989,NotoSansDevanagari-Regul,0,0,0,528.2806396,528.3239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,569.6835327,529.2196655,8,1,0,
दै�नक,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,547.8239746,8,5,0,
भा�कर,13.99499989,NotoSansDevanagari-Regul,0,0,0,434.9258118,547.8239746,8,5,0,
सभी,13.99499989,NotoSansDevanagari-Regul,0,0,0,474.375061,547.8239746,8,3,0,
शहर,13.99499989,NotoSansDevanagari-Regul,0,0,0,501.4552307,547.8239746,8,3,0,
सं�करण,13.99499989,NotoSansDevanagari-Regul,0,0,0,528.2835083,547.8239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,569.6864014,548.7196655,8,1,0,
दद�,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,567.3239746,8,3,0,
भा�कर,13.99499989,NotoSansDevanagari-Regul,0,0,0,434.9492798,567.3239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,470.2375793,568.2196655,8,1,0,
द,13.99499989,NotoSansDevanagari-Regul,0,0,0,479.6411133,567.3239746,8,1,0,
द��ता,13.99499989,NotoSansDevanagari-Regul,0,0,0,492.9764404,567.3239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,520.9188232,568.2196655,8,1,0,
नवभारत,13.99499989,NotoSansDevanagari-Regul,0,0,0,530.3223877,567.3239746,8,6,0,
टाइ�स,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,586.8239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,432.989563,587.7196655,8,1,0,
अमर,13.99499989,NotoSansDevanagari-Regul,0,0,0,449.7407227,586.8239746,8,3,0,
उजाला,13.99499989,NotoSansDevanagari-Regul,0,0,0,487.927948,586.8239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,522.7125244,587.7196655,8,1,0,
�प�जाब,13.99499989,NotoSansDevanagari-Regul,0,0,0,539.4637451,586.8239746,8,6,0,
के शरी,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,606.3239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,430.9607544,607.2196655,8,1,0,
लोकमत,13.99499989,NotoSansDevanagari-Regul,0,0,0,461.9560547,606.3239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,502.0716553,607.2196655,8,1,0,
�जस�ा,13.99499989,NotoSansDevanagari-Regul,0,0,0,533.0670166,606.3239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,569.6845703,607.2196655,8,1,0,
लोकस�ा,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,625.8239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,447.8213501,626.7196655,8,1,0,
दै�नक,13.99499989,NotoSansDevanagari-Regul,0,0,0,461.9944153,625.8239746,8,5,0,
�द��य,13.99499989,NotoSansDevanagari-Regul,0,0,0,502.1509399,625.8239746,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,529.4775391,626.7196655,8,1,0,
�भात,13.99499989,NotoSansDevanagari-Regul,0,0,0,543.6505737,625.8239746,8,4,0,
खबर,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,645.3239746,8,3,0,
",",13.99499989,AkashUnicode,0,0,0,426.5951843,646.2196655,8,1,0,
सकाल,13.99499989,NotoSansDevanagari-Regul,0,0,0,433.6119995,645.3239746,8,4,0,
",",13.99499989,AkashUnicode,0,0,0,466.8434448,646.2196655,8,1,0,
रा�ीय,13.99499989,NotoSansDevanagari-Regul,0,0,0,473.86026,645.3239746,8,5,0,
समाचार,13.99499989,NotoSansDevanagari-Regul,0,0,0,506.7905884,645.3239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,546.4584961,646.2196655,8,1,0,
मबई,13.99499989,NotoSansDevanagari-Regul,0,0,0,549.8026123,645.3239746,8,3,0,
चौफे र,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,664.8239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,430.4430237,665.7196655,8,1,0,
Anandbazar,13.99499989,NotoSans-Regular,0,1,0,439.0203857,662.4028931,8,10,0,
Patrika,13.99499989,NotoSans-Regular,0,1,0,523.6033325,662.4028931,8,7,0,
",",13.99499989,AkashUnicode,0,0,0,569.6795654,665.7196655,8,1,0,
Eisamay,13.99499989,NotoSans-Regular,0,1,0,401.4372253,681.9028931,8,7,0,
",",13.99499989,AkashUnicode,0,0,0,455.4470825,685.2196655,8,1,0,
Tamil,13.99499989,NotoSans-Regular,0,1,0,468.5596008,681.9028931,8,5,0,
",",13.99499989,AkashUnicode,0,0,0,504.4915161,685.2196655,8,1,0,
Telugu,13.99499989,NotoSans-Regular,0,1,0,507.8356628,681.9028931,8,6,0,
&,13.99499989,NotoSans-Regular,0,0,0,562.7848511,681.9028931,8,1,0,
Malayalam,13.99499989,NotoSans-Regular,0,1,0,401.4372253,701.4028931,8,9,0,
Newspaper,13.99499989,NotoSans-Regular,0,1,0,494.7278137,701.4028931,8,9,0,
",",13.99499989,AkashUnicode,0,0,0,569.68396,704.7196655,8,1,0,
रोजगार,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,723.3239746,8,6,0,
समाचार,13.99499989,NotoSansDevanagari-Regul,0,0,0,461.4343567,723.3239746,8,6,0,
",",13.99499989,AkashUnicode,0,0,0,501.1022339,724.2196655,8,1,0,
द,13.99499989,NotoSansDevanagari-Regul,0,0,0,527.4901123,723.3239746,8,1,0,
�द�,13.99499989,NotoSansDevanagari-Regul,0,0,0,557.8098145,723.3239746,8,3,0,
ए�डटोररयल,13.99499989,NotoSansDevanagari-Regul,0,0,0,401.4372253,742.8239746,8,9,0,
",",13.99499989,AkashUnicode,0,0,0,460.5962219,743.7196655,8,1,0,
The,13.99499989,NotoSans-Regular,0,1,0,467.2927246,740.4028931,8,3,0,
Hindu,13.99499989,NotoSans-Regular,0,1,0,494.963501,740.4028931,8,5,0,
Hindi,13.99499989,NotoSans-Regular,0,1,0,538.1936035,740.4028931,8,5,0,
Edition,13.99499989,NotoSans-Regular,0,1,0,401.4372253,759.9028931,8,7,0,
",",13.99499989,AkashUnicode,0,0,0,447.2056885,763.2196655,8,1,0,
THE NEWS,13.99499989,Poppins-Bold,1,0,1,262.4028931,954.9124756,8,8,0,
Daily All English & Hindi Editorial,21.99749947,TimesNRMTPro-BoldCond,1,1,0,21.86919785,471.7836609,8,35,0,
Newspapers,21.99749947,TimesNRMTPro-BoldCond,1,1,0,21.86919785,502.5336914,8,10,0,
"Daily The Hindu Analysis PDF, The Hindu",21.99749947,TimesNRMTPro-BoldCond,1,0,0,21.86919785,533.2836914,8,39,0,
Vocabulary,21.99749947,TimesNRMTPro-BoldCond,1,1,0,21.86919785,564.0336914,8,10,0,
Access to 40+ newspapers with city-specific editions,15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,806.1096191,8,52,0,
Early morning uploads—,15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,821.1096191,8,22,0,
always stay ahead!,15.67499924,TimesNRMTPro-Cond,0,0,0,166.4317017,821.1096191,8,18,0,
Direct PDF delivery on the channel,15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,836.1096191,8,34,0,
Access to past editions anytime,15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,851.1096191,8,31,0,
Daily The Hindu & Indian Express Special UPSC IAS Edition,15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,866.1096191,8,57,0,
"Daily The Hindu Ad-Free Edition, The Hindu Editorial, TH + IE Combo Edit For UPSC IAS",15.67499924,TimesNRMTPro-BoldCond,1,0,0,21.86919785,881.1096191,8,85,0,
Click here to join our Telegram channel -  https://t.me/+tCO9wU79mq44OTc1,19.19250107,TimesNRMTPro-BoldCond,1,0,0,21.86980629,908.2351685,8,73,0,
THOpr,12,OCR,0,0,0,3112,500,9,5,0,
COATO),12,OCR,0,0,1,3253,499,9,6,0,
wm,12,OCR,0,0,0,3440,499,9,2,0,
ATC,12,OCR,0,0,1,3571,494,9,3,0,
7,12,OCR,0,0,0,3934,504,9,1,0,
},12,OCR,0,0,0,4159,500,9,1,0,
>AT,12,OCR,0,0,1,4203,499,9,3,0,
r,12,OCR,0,0,0,4299,498,9,1,0,
AW,12,OCR,0,0,1,4393,499,9,2,0,
ry,12,OCR,0,0,0,4566,488,9,2,0,
TIT,12,OCR,0,0,1,4618,502,9,3,0,
VW,12,OCR,0,0,1,4693,502,9,2,0,
OND:,12,OCR,0,0,1,4715,499,9,4,0,
PA,12,OCR,0,0,1,4610,518,9,2,0,
Suk,12,OCR,0,1,0,4660,516,9,3,0,
In,12,OCR,0,1,0,2673,1425,9,2,0,
today’s,12,OCR,0,0,0,2767,1421,9,7,0,
visually-driven,12,OCR,0,0,0,2296,1537,9,15,0,
"world,",12,OCR,0,0,0,2955,1537,9,6,0,
your,12,OCR,0,0,0,3244,1557,9,4,0,
profile,12,OCR,0,0,0,2210,1652,9,7,0,
pic,12,OCR,0,0,0,2512,1652,9,3,0,
is,12,OCR,0,0,0,2657,1652,9,2,0,
doing,12,OCR,0,0,0,2742,1652,9,5,0,
the,12,OCR,0,0,0,2998,1651,9,3,0,
talking,12,OCR,0,0,0,3161,1651,9,7,0,
—,12,OCR,0,0,0,3473,1696,9,1,0,
whether,12,OCR,0,0,0,2026,1769,9,7,0,
you,12,OCR,0,0,0,2408,1789,9,3,0,
like,12,OCR,0,0,0,2599,1769,9,4,0,
it,12,OCR,0,0,0,2767,1769,9,2,0,
or,12,OCR,0,0,0,2842,1788,9,2,0,
not.,12,OCR,0,0,0,2960,1773,9,4,0,
Glynda,12,OCR,0,1,0,3142,1769,9,6,0,
Alves,12,OCR,0,1,0,3470,1770,9,5,0,
explores,12,OCR,0,0,0,2211,1883,9,8,0,
what,12,OCR,0,0,0,2601,1883,9,4,0,
that,12,OCR,0,0,0,2836,1883,9,4,0,
little,12,OCR,0,0,0,3037,1883,9,6,0,
square,12,OCR,0,0,0,3243,1903,9,6,0,
ou,12,OCR,0,0,0,464,3246,9,2,0,
only,12,OCR,0,0,0,464,3287,9,4,0,
get,12,OCR,0,0,0,568,3290,9,3,0,
one,12,OCR,0,0,0,464,3344,9,3,0,
shot,12,OCR,0,0,0,550,3334,9,4,0,
ata,12,OCR,0,0,0,650,3339,9,3,0,
first,12,OCR,0,0,0,732,3337,9,5,0,
impression,12,OCR,0,0,0,466,3385,9,10,0,
—,12,OCR,0,0,0,715,3408,9,1,0,
and,12,OCR,0,0,0,768,3386,9,3,0,
=,12,OCR,0,0,0,1294,3409,9,1,0,
in,12,OCR,0,0,0,466,3435,9,2,0,
"2025,",12,OCR,0,0,0,516,3437,9,5,0,
it,12,OCR,0,0,0,629,3435,9,2,0,
almost,12,OCR,0,0,0,669,3436,9,6,0,
personality.,12,OCR,0,0,0,989,3436,9,12,0,
always,12,OCR,0,0,0,464,3484,9,6,0,
happens,12,OCR,0,0,0,619,3485,9,7,0,
What,12,OCR,0,1,0,989,3486,9,4,0,
does,12,OCR,0,0,0,1113,3485,9,4,0,
your,12,OCR,0,0,0,1216,3495,9,4,0,
online.,12,OCR,0,0,0,219,3535,9,7,0,
A,12,OCR,0,1,1,375,3535,9,1,0,
single,12,OCR,0,0,0,420,3535,9,6,0,
image,12,OCR,0,0,0,558,3535,9,5,0,
can,12,OCR,0,0,0,698,3545,9,3,0,
shape,12,OCR,0,0,0,783,3535,9,5,0,
perception,12,OCR,0,0,0,219,3585,9,10,0,
faster,12,OCR,0,0,0,458,3585,9,6,0,
than,12,OCR,0,0,0,592,3585,9,4,0,
any,12,OCR,0,0,0,700,3595,9,3,0,
carefully,12,OCR,0,0,0,219,3634,9,9,0,
crafted,12,OCR,0,0,0,420,3635,9,7,0,
sentence.,12,OCR,0,0,0,581,3639,9,9,0,
Those,12,OCR,0,1,0,788,3634,9,5,0,
little,12,OCR,0,0,0,218,3684,9,6,0,
"boxes,",12,OCR,0,0,0,330,3684,9,6,0,
the,12,OCR,0,0,0,471,3685,9,3,0,
tiny,12,OCR,0,0,0,548,3685,9,4,0,
self-portrait,12,OCR,0,0,0,645,3684,9,13,0,
in,12,OCR,0,0,0,220,3735,9,2,0,
the,12,OCR,0,0,0,272,3735,9,3,0,
gallery,12,OCR,0,0,0,349,3734,9,7,0,
that,12,OCR,0,0,0,510,3735,9,4,0,
is,12,OCR,0,0,0,606,3735,9,2,0,
the,12,OCR,0,0,0,650,3735,9,3,0,
"internet,",12,OCR,0,0,0,729,3735,9,9,0,
is,12,OCR,0,0,0,220,3783,9,2,0,
often,12,OCR,0,0,0,265,3783,9,5,0,
the,12,OCR,0,0,0,383,3782,9,3,0,
first,12,OCR,0,0,0,459,3783,9,5,0,
peek,12,OCR,0,0,0,560,3783,9,4,0,
into,12,OCR,0,0,0,670,3783,9,4,0,
your,12,OCR,0,0,0,765,3792,9,4,0,
The,12,OCR,0,1,0,249,3958,9,3,0,
Style,12,OCR,0,1,0,535,3958,9,5,0,
Sheet,12,OCR,0,1,0,908,3958,9,5,0,
What,12,OCR,0,1,0,237,4134,9,4,0,
the,12,OCR,0,0,0,412,4134,9,3,0,
tone,12,OCR,0,0,0,525,4137,9,4,0,
and,12,OCR,0,0,0,678,4134,9,3,0,
content,12,OCR,0,0,0,806,4137,9,7,0,
of,12,OCR,0,0,0,1048,4134,9,2,0,
your,12,OCR,0,0,0,1125,4148,9,4,0,
pic,12,OCR,0,0,0,1284,4134,9,3,0,
could,12,OCR,0,0,0,237,4219,9,5,0,
reveal,12,OCR,0,0,0,416,4219,9,6,0,
about,12,OCR,0,0,0,617,4219,9,5,0,
you,12,OCR,0,0,0,807,4233,9,3,0,
picture,12,OCR,0,0,0,989,3536,9,7,0,
say,12,OCR,0,0,0,1154,3545,9,3,0,
about,12,OCR,0,0,0,1233,3535,9,5,0,
you?,12,OCR,0,0,0,1363,3536,9,4,0,
Whether,12,OCR,0,1,0,990,3585,9,7,0,
on,12,OCR,0,0,0,1185,3595,9,2,0,
"professional,",12,OCR,0,0,0,1246,3585,9,13,0,
"social,",12,OCR,0,0,0,989,3634,9,7,0,
or,12,OCR,0,0,0,1135,3644,9,2,0,
dating,12,OCR,0,0,0,1191,3634,9,6,0,
"platform,",12,OCR,0,0,0,1338,3634,9,9,0,
we,12,OCR,0,0,0,1546,3645,9,2,0,
are,12,OCR,0,0,0,989,3694,9,3,0,
signalling,12,OCR,0,0,0,1067,3684,9,10,0,
our,12,OCR,0,0,0,1292,3694,9,3,0,
"competence,",12,OCR,0,0,0,1376,3688,9,11,0,
compatibility,12,OCR,0,0,0,989,3734,9,13,0,
and,12,OCR,0,0,0,1289,3735,9,3,0,
confidence.,12,OCR,0,0,0,1378,3735,9,11,0,
Zoom,12,OCR,0,1,0,989,3783,9,4,0,
in,12,OCR,0,0,0,1118,3783,9,2,0,
to,12,OCR,0,0,0,1170,3787,9,2,0,
find,12,OCR,0,0,0,1219,3783,9,4,0,
out,12,OCR,0,0,0,1316,3785,9,3,0,
more...,12,OCR,0,0,0,1394,3792,9,7,0,
BLACK,12,OCR,0,0,1,236,4327,9,5,0,
&,12,OCR,0,0,0,382,4327,9,1,0,
WHITE,12,OCR,0,0,1,423,4327,9,5,0,
HIDDEN/,12,OCR,0,0,1,1169,4326,9,7,0,
SUNGLASSES,12,OCR,0,0,1,1360,4327,9,10,0,
Sentimental,12,OCR,0,1,0,237,4369,9,11,0,
Often,12,OCR,0,1,0,1054,4373,9,5,0,
indicates,12,OCR,0,0,0,1192,4373,9,9,0,
a,12,OCR,0,0,0,1401,4382,9,1,0,
need,12,OCR,0,0,0,1437,4373,9,4,0,
for,12,OCR,0,0,0,1557,4373,9,3,0,
or,12,OCR,0,0,0,236,4430,9,2,0,
nostalgic.,12,OCR,0,0,0,295,4421,9,10,0,
privacy,12,OCR,0,0,0,1106,4421,9,7,0,
and,12,OCR,0,0,0,1285,4421,9,3,0,
anonymity,12,OCR,0,0,0,1380,4421,9,9,0,
While,12,OCR,0,1,0,237,4467,9,5,0,
these,12,OCR,0,0,0,373,4467,9,5,0,
even,12,OCR,0,0,0,1011,4476,9,4,0,
while,12,OCR,0,0,0,1131,4467,9,5,0,
having,12,OCR,0,0,0,1262,4467,9,6,0,
an,12,OCR,0,0,0,1423,4476,9,2,0,
online,12,OCR,0,0,0,1487,4467,9,6,0,
styles,12,OCR,0,0,0,237,4513,9,6,0,
of,12,OCR,0,0,0,380,4513,9,2,0,
presence.,12,OCR,0,0,0,1016,4522,9,9,0,
May,12,OCR,0,1,0,1242,4515,9,3,0,
also,12,OCR,0,0,0,1347,4513,9,4,0,
indicate,12,OCR,0,0,0,1449,4513,9,8,0,
pictures,12,OCR,0,0,0,237,4559,9,8,0,
low,12,OCR,0,0,0,1289,4559,9,3,0,
confidence,12,OCR,0,0,0,1378,4559,9,10,0,
can,12,OCR,0,0,0,236,4615,9,3,0,
look,12,OCR,0,0,0,325,4607,9,4,0,
especially,12,OCR,0,0,0,1402,4606,9,10,0,
"elegant,",12,OCR,0,0,0,236,4648,9,8,0,
regarding,12,OCR,0,0,0,1408,4652,9,9,0,
"artistic,",12,OCR,0,0,0,237,4694,9,9,0,
physical,12,OCR,0,0,0,1441,4698,9,8,0,
"mysterious,",12,OCR,0,0,0,237,4726,9,11,0,
appearance,12,OCR,0,0,0,1362,4753,9,10,0,
"minimalistic,",12,OCR,0,0,0,237,4790,9,13,0,
at,12,OCR,0,0,0,528,4792,9,2,0,
oran,12,OCR,0,0,0,1512,4799,9,4,0,
"time,",12,OCR,0,0,0,235,4838,9,5,0,
they,12,OCR,0,0,0,356,4838,9,4,0,
could,12,OCR,0,0,0,470,4822,9,5,0,
also,12,OCR,0,0,0,601,4838,9,4,0,
attempt,12,OCR,0,0,0,1445,4840,9,7,0,
depict,12,OCR,0,0,0,236,4866,9,6,0,
sadness.,12,OCR,0,0,0,385,4879,9,8,0,
to,12,OCR,0,0,0,1444,4886,9,2,0,
avoid,12,OCR,0,0,0,1500,4883,9,5,0,
recognition.,12,OCR,0,0,0,1358,4938,9,12,0,
PETS,12,OCR,0,0,1,236,5025,9,4,0,
PALTV,12,OCR,0,0,1,1331,5022,9,5,0,
ETAT,12,OCR,0,0,1,1433,5011,9,4,0,
TUTTE,12,OCR,0,0,1,1509,5022,9,5,0,
The,12,OCR,0,1,0,235,5071,9,3,0,
obvious,12,OCR,0,0,0,328,5071,9,7,0,
GROUP,12,OCR,0,0,1,1281,5075,9,5,0,
PICTURE:,12,OCR,0,0,1,1436,5075,9,8,0,
message,12,OCR,0,0,0,237,5126,9,7,0,
is,12,OCR,0,0,0,427,5113,9,2,0,
that,12,OCR,0,0,0,485,5117,9,4,0,
May,12,OCR,0,1,0,1242,5123,9,3,0,
indicate,12,OCR,0,0,0,1349,5121,9,8,0,
that,12,OCR,0,0,0,1533,5121,9,4,0,
you,12,OCR,0,0,0,236,5172,9,3,0,
are,12,OCR,0,0,0,331,5172,9,3,0,
an,12,OCR,0,0,0,414,5172,9,2,0,
being,12,OCR,0,0,0,1362,5167,9,5,0,
a,12,OCR,0,0,0,1493,5162,9,1,0,
part,12,OCR,0,0,0,1531,5169,9,4,0,
animal,12,OCR,0,0,0,236,5211,9,6,0,
lover,12,OCR,0,0,0,398,5211,9,5,0,
of,12,OCR,0,0,0,1343,5213,9,2,0,
a,12,OCR,0,0,0,1406,5209,9,1,0,
group,12,OCR,0,0,0,1435,5222,9,5,0,
or,12,OCR,0,0,0,1576,5222,9,2,0,
or,12,OCR,0,0,0,236,5266,9,2,0,
a,12,OCR,0,0,0,295,5252,9,1,0,
proud,12,OCR,0,0,0,331,5257,9,5,0,
community,12,OCR,0,0,0,1259,5258,9,9,0,
is,12,OCR,0,0,0,1527,5259,9,2,0,
an,12,OCR,0,0,0,1570,5267,9,2,0,
pet,12,OCR,0,0,0,237,5305,9,3,0,
parent.,12,OCR,0,0,0,320,5305,9,7,0,
important,12,OCR,0,0,0,1240,5306,9,9,0,
part,12,OCR,0,0,0,1475,5309,9,4,0,
of,12,OCR,0,0,0,1578,5307,9,2,0,
It,12,OCR,0,1,0,239,5350,9,2,0,
makes,12,OCR,0,0,0,279,5348,9,5,0,
you,12,OCR,0,0,0,432,5357,9,3,0,
y,12,OCR,0,0,0,1150,5367,9,1,0,
their,12,OCR,0,0,0,1184,5353,9,5,0,
identity.,12,OCR,0,0,0,1304,5353,9,9,0,
Could,12,OCR,0,1,0,1498,5352,9,5,0,
seem,12,OCR,0,0,0,237,5403,9,4,0,
more,12,OCR,0,0,0,366,5403,9,4,0,
be,12,OCR,0,0,0,1182,5398,9,2,0,
